checking_account_status,duration,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate,residence_since,age,existing_credits,num_dependents,personal_status_A92,personal_status_A93,personal_status_A94,other_debtors_A102,other_debtors_A103,property_A122,property_A123,property_A124,other_installment_plans_A142,other_installment_plans_A143,housing_A152,housing_A153,job_A172,job_A173,job_A174,telephone_A192,foreign_worker_A202,monthly_payment_estimate
2,2.9444389791664403,0.53,0.28,7.650168700845001,0,2,4,2,3.6375861597263857,1,1,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,2.5981753247305317
2,2.3978952727983707,0.53,0.012,7.111512116496157,0,2,2,2,3.6375861597263857,1,1,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,2.9657309045848956
1,2.302585092994046,0.53,0.28,6.129050210060545,0,2,4,3,3.2188758248682006,1,1,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,2.661812685537261
3,3.4339872044851463,0.53,0.28,7.755338812846501,2,4,4,2,3.4339872044851463,1,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,2.258406438648699
1,2.5649493574615367,0.53,0.28,7.055312843339752,2,2,3,1,3.295836866004329,1,1,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,2.7506636038702186
1,2.9444389791664403,0.088,0.022,8.733110697638708,0,2,2,4,3.8066624897703196,1,2,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,2.9659676289542327
0,3.4339872044851463,0.293,0.103,8.730367211692958,1,3,1,4,3.2188758248682006,2,1,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,2.5423412178968476
0,3.8918202981106265,0.293,0.103,8.723231274827508,0,4,4,4,4.07753744390572,2,1,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,2.241427046120912
3,2.4849066497880004,0.293,0.234,7.2399325913204695,0,1,4,4,3.58351893845611,2,1,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,2.91356320847632
3,3.6109179126442243,0.53,0.28,7.7406644019172415,2,4,4,4,3.6888794541139363,1,1,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.1436832930518936
0,1.9459101490553132,0.53,0.103,7.210079628170788,2,0,1,2,3.1780538303479458,1,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,3.7052479692708764
3,2.4849066497880004,0.293,0.234,8.885855993000296,0,2,1,4,3.6888794541139363,2,1,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,3.575931511857153
3,2.5649493574615367,0.53,0.28,7.637234388789473,1,2,4,2,3.367295829986474,1,1,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,2.9775380814332504
1,3.2188758248682006,0.088,0.181,7.755338812846501,4,1,4,2,3.4011973816621555,1,1,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,2.4093314668837995
1,3.332204510175204,0.088,0.103,8.693831965074693,0,4,1,2,3.4339872044851463,2,1,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,2.609033130627862
3,2.5649493574615367,0.53,0.28,7.141245122350491,0,2,3,2,3.258096538021482,1,1,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.784166128495416
3,2.9444389791664403,0.53,0.103,8.12533508671429,4,2,2,1,3.4657359027997265,1,1,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,2.7595528873940336
1,3.6109179126442243,0.088,0.234,7.70796153183549,0,4,4,4,4.060443010546419,2,1,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,2.13462662910303
3,1.9459101490553132,0.049,0.234,6.664409020350408,4,2,1,2,3.295836866004329,1,2,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,3.4248287484320885
1,2.5649493574615367,0.53,0.28,8.774776816043985,4,0,2,1,3.970291913552122,1,1,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,3.421033164073131
3,3.6109179126442243,0.293,0.28,9.166074955678168,0,2,2,2,3.4657359027997265,2,1,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,2.5384334890531974
2,2.9444389791664403,0.53,0.234,7.581719640125308,0,4,3,2,3.1780538303479458,1,1,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,2.5749284307707625
0,3.6109179126442243,0.293,0.181,8.737131611781498,0,1,4,4,3.1780538303479458,2,1,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,2.419642823002703
1,2.302585092994046,0.53,0.097,7.238496840894365,0,2,2,1,3.332204510175204,1,1,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,3.1436392352745433
1,2.772588722239781,0.293,0.28,7.338238150065589,4,4,4,4,3.9318256327243257,2,1,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,2.6467099469904567
1,3.6109179126442243,0.04,0.097,7.577633832602728,0,4,4,4,4.127134385045092,1,1,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,2.098533950624686
1,3.8918202981106265,0.04,0.097,9.447941704073232,0,2,2,2,3.258096538021482,1,1,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,2.4276407902646358
3,3.2188758248682006,0.53,0.28,8.065265208897733,0,1,4,4,3.295836866004329,1,1,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,2.5056155153881936
3,3.332204510175204,0.53,0.022,8.55468163582723,4,4,4,4,3.8918202981106265,4,2,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,2.5672738902143295
3,2.5649493574615367,0.53,0.28,7.683403681053826,0,1,2,2,3.4011973816621555,1,1,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,2.995538160900724
1,2.5649493574615367,0.53,0.234,6.915723448631314,3,2,4,1,3.1354942159291497,1,1,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,2.6962417127313674
3,3.6109179126442243,0.53,0.05,7.506591780070841,0,2,4,4,3.6375861597263857,1,1,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,2.0788597142530634
3,3.6109179126442243,0.53,0.28,7.781138509845015,4,2,4,4,3.258096538021482,1,1,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.1548921072390144
3,3.6109179126442243,0.53,0.103,9.00380808646717,0,2,1,2,3.4339872044851463,1,1,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,2.4934956441238536
3,2.0794415416798357,0.293,0.28,6.594413459749778,4,4,4,2,3.8501476017100584,2,1,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,3.171242531984146
0,2.1972245773362196,0.293,0.012,7.060476365999801,0,4,3,4,3.9512437185814275,2,2,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,3.2133612735023607
1,3.7612001156935624,0.293,0.097,8.691986481789401,0,3,2,1,3.7376696182833684,2,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,2.310960920564208
0,3.6109179126442243,0.53,0.05,7.589841512182657,4,4,4,4,3.713572066704308,1,1,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,2.1019147196909618
0,2.5649493574615367,0.293,0.103,7.3310603052186325,0,4,4,4,4.204692619390966,2,1,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,2.8581696102078173
0,3.7612001156935624,0.53,0.28,8.285513309079741,0,1,4,3,3.5553480614894135,1,1,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.20289084712843
1,2.4849066497880004,0.088,0.28,8.470520783217808,0,3,2,4,3.9512437185814275,1,1,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,3.4087883276985353
3,4.007333185232471,0.04,0.103,9.152393412021333,4,2,2,2,3.6888794541139363,1,2,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,2.2839112669116353
1,3.4339872044851463,0.53,0.181,8.251403065380556,0,1,2,1,3.1354942159291497,1,1,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,2.4028636608206813
3,3.2188758248682006,0.53,0.28,8.690137586397595,4,1,1,1,3.8066624897703196,2,1,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,2.6997430342791864
3,2.772588722239781,0.53,0.28,7.101675971619444,2,4,4,3,3.871201010907891,1,1,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,2.561388176563921
3,2.9444389791664403,0.53,0.097,7.358193752733032,1,2,3,4,3.2188758248682006,1,1,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,2.4990138375413404
0,3.2188758248682006,0.53,0.012,7.470793774195062,0,4,4,4,4.07753744390572,1,1,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,2.3209325803989223
0,2.3978952727983707,0.53,0.28,7.7475968386928855,0,4,3,4,3.970291913552122,1,1,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,3.2309988374310246
3,2.5649493574615367,0.293,0.097,7.253470382684528,0,2,4,2,3.4011973816621555,2,1,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,2.8279195304904956
1,2.9444389791664403,0.293,0.181,7.16703787691222,0,1,4,1,3.332204510175204,2,1,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,2.434092853553101
1,3.6109179126442243,0.53,0.05,9.442483307087192,1,2,1,4,3.871201010907891,1,2,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,2.614981435613028
0,2.9444389791664403,0.53,0.234,7.718685495198466,1,3,4,3,3.4339872044851463,1,2,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,2.6214452226086196
0,2.5649493574615367,0.04,0.022,7.011213987350367,0,3,4,3,3.367295829986474,2,1,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,2.73347072797148
3,2.5649493574615367,0.293,0.28,6.428105272684596,0,4,4,4,4.04305126783455,1,1,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,2.5061334072678627
0,2.5649493574615367,0.293,0.103,7.251344983372214,0,4,4,3,4.007333185232471,1,1,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,2.827090898413948
3,2.5649493574615367,0.293,0.28,6.682108597449809,4,4,4,3,3.5263605246161616,1,2,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,2.6051619997920414
2,3.2188758248682006,0.293,0.181,8.193676665955241,4,4,4,4,3.044522437723423,2,1,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,2.545508777521959
1,2.5649493574615367,0.53,0.234,7.1846291527173145,3,4,4,4,4.007333185232471,1,1,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,2.8010803144385488
1,4.007333185232471,0.04,0.097,9.447941704073232,0,1,3,4,4.07753744390572,1,1,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,2.357663130904635
3,2.5649493574615367,0.293,0.05,7.607381425639791,4,3,4,2,4.127134385045092,1,1,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.9658992695156434
1,2.9444389791664403,0.53,0.097,7.872073979866873,1,2,4,4,3.5553480614894135,1,1,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.673539521642737
1,3.6109179126442243,0.293,0.28,7.757051142032013,0,4,4,4,3.6109179126442243,1,1,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,2.148221402339117
1,3.044522437723423,0.088,0.103,8.861917004235215,4,3,3,4,3.6109179126442243,2,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,2.9107740821453154
3,3.2188758248682006,0.53,0.234,7.293017679772782,1,4,4,4,3.7376696182833684,1,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,2.265703331401857
1,3.6109179126442243,0.53,0.28,7.751045117971802,0,3,4,4,3.2188758248682006,1,1,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,2.1465581066881194
3,1.9459101490553132,0.088,0.28,6.838405200847344,0,2,3,2,3.2188758248682006,1,1,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,3.514245097168132
1,2.302585092994046,0.293,0.181,7.560080465021827,0,3,4,3,3.58351893845611,1,1,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,3.2833012287035492
3,2.5649493574615367,0.53,0.103,7.802209316247118,4,1,2,4,3.295836866004329,1,1,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,3.041857061836402
1,3.2188758248682006,0.293,0.012,9.387565631345389,0,2,2,3,3.6888794541139363,2,2,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,2.916411238613024
3,2.9444389791664403,0.049,0.234,8.773229786032473,0,4,2,4,3.6888794541139363,2,2,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,2.9795930050199724
1,2.5649493574615367,0.53,0.234,8.712595487748722,0,3,2,2,3.4965075614664802,1,1,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,3.3967904521792778
0,3.2188758248682006,0.53,0.181,8.951828676824181,4,1,1,2,3.4339872044851463,1,1,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,True,2.781041942551705
1,2.70805020110221,0.53,0.097,7.252053951852814,2,4,1,2,3.58351893845611,1,1,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,2.677961416262202
1,1.9459101490553132,0.088,0.097,7.27931883541462,1,4,1,2,3.4657359027997265,2,2,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,3.7408298831004774
2,2.772588722239781,0.53,0.05,6.120099597187713,0,1,4,4,3.1780538303479458,1,1,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,2.207359334652314
1,2.9444389791664403,0.53,0.234,8.74209519574531,0,3,3,3,3.367295829986474,1,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,2.9690189735975325
3,3.6109179126442243,0.293,0.234,8.969032850034301,0,2,4,2,3.258096538021482,2,1,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,2.4838650634033397
0,2.5649493574615367,0.53,0.28,7.427144133408616,2,4,3,1,3.58351893845611,1,1,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,2.8956299319527563
3,3.8918202981106265,0.293,0.28,8.182838710766026,4,4,4,1,3.871201010907891,1,1,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,2.1025736246708444
0,3.7612001156935624,0.53,0.28,8.878358040627822,4,3,4,3,3.4339872044851463,1,1,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,2.360512008808832
0,2.3978952727983707,0.293,0.181,7.665284718471351,4,1,2,3,3.332204510175204,2,1,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,3.196672017091838
0,3.5263605246161616,0.293,0.181,8.362175469149628,2,2,1,4,3.1780538303479458,2,1,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.3713331098101027
1,2.5649493574615367,0.293,0.234,7.769378609513984,2,3,3,3,3.6109179126442243,1,1,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,3.0290573133198757
0,3.091042453358316,0.53,0.28,7.515344571180436,0,2,3,2,3.258096538021482,2,1,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,2.4313301045138545
3,3.2188758248682006,0.293,0.103,8.260751354700513,0,4,4,2,3.7376696182833684,2,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,2.566346701193034
3,2.5649493574615367,0.53,0.181,7.478169694159785,0,2,3,2,3.2188758248682006,1,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,2.9155233308624595
2,2.3978952727983707,0.293,0.234,6.661854740545311,0,4,4,4,4.1588830833596715,2,1,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,2.778209213770563
1,2.9444389791664403,0.53,0.181,7.562681246721884,4,1,4,3,3.332204510175204,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2.5684625493114654
0,2.5649493574615367,0.293,0.234,7.660114319173928,0,2,4,2,3.4339872044851463,2,1,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,2.986458308383501
0,2.5649493574615367,0.53,0.28,6.553933404025811,0,2,4,2,3.713572066704308,1,1,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,2.555190177521504
1,2.5649493574615367,0.53,0.022,6.461468176353717,0,2,4,2,3.4339872044851463,1,1,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.5191406440665416
1,2.5649493574615367,0.293,0.103,7.528869256642251,0,0,4,2,3.5553480614894135,2,1,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,2.9352896324211937
0,2.5649493574615367,0.293,0.234,8.160518247477505,0,2,3,2,3.4011973816621555,2,1,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,3.1815514110398486
1,3.8918202981106265,0.53,0.234,9.046408680293819,4,3,1,2,3.2188758248682006,1,1,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.3244672126011587
0,3.6109179126442243,0.088,0.05,8.837536046107568,0,2,4,3,3.4011973816621555,1,1,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,2.4474486155338724
3,2.772588722239781,0.53,0.181,7.904334842085095,0,1,2,3,3.332204510175204,2,1,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,2.850886169550504
3,2.9444389791664403,0.53,0.181,7.59337419312129,0,2,4,4,3.871201010907891,2,1,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,2.578886588191733
3,4.007333185232471,0.53,0.28,9.224736252259914,1,3,2,4,3.091042453358316,1,1,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,2.3019638811801904
3,2.5649493574615367,0.293,0.28,7.123672785204607,4,4,4,2,3.6635616461296463,2,1,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,2.7773151795303748
3,3.332204510175204,0.088,0.103,9.061144065614055,3,2,2,2,3.332204510175204,2,1,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.719264090167632
1,2.5649493574615367,0.53,0.28,6.642486801367256,2,2,4,3,4.204692619390966,1,1,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,2.5897146008142444
1,2.772588722239781,0.293,0.28,7.911690520708339,4,3,4,2,3.58351893845611,3,1,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,2.8535391698185353
2,2.5649493574615367,0.53,0.28,7.540090320145325,0,2,2,2,3.8066624897703196,1,1,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,2.9396644024221805
2,1.9459101490553132,0.53,0.234,6.565264970035361,3,1,2,2,3.332204510175204,1,1,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,3.3738787853193632
1,3.6109179126442243,0.53,0.28,8.475537516147405,0,1,4,1,3.4339872044851463,1,1,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,2.3471975052296017
0,3.332204510175204,0.53,0.28,8.136518252115291,0,2,3,2,3.332204510175204,1,1,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,2.4417823777831336
0,2.9444389791664403,0.53,0.181,7.809135398120538,0,2,2,2,3.1354942159291497,1,1,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.6521641145816086
3,3.091042453358316,0.293,0.181,7.735870319952567,0,1,4,4,3.1780538303479458,1,1,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,2.502673592058821
1,3.8918202981106265,0.049,0.097,8.17948018535889,1,3,4,2,3.4339872044851463,1,1,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.1017106543510775
0,1.9459101490553132,0.293,0.234,6.7580945044277305,0,4,1,4,3.6888794541139363,2,1,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,3.472973563403533
3,2.5649493574615367,0.293,0.234,6.52649485957079,1,3,4,3,3.9512437185814275,2,1,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,2.544492678026942
0,3.6109179126442243,0.293,0.181,8.588955557643128,0,2,3,2,3.367295829986474,2,1,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,2.378607258715986
3,2.9444389791664403,0.293,0.28,7.367077059881012,3,4,4,4,3.8501476017100584,2,1,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,2.5020308153801865
3,1.9459101490553132,0.53,0.28,7.205635176410364,1,4,2,4,3.7612001156935624,1,2,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,3.702963972878452
